date;country;risk;title;fake;supChainName;location;typeOfTransport
08.03.2022;EU;regulatory changes;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;US;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;US;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Japan;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Japan;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Denmark;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Denmark;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Latvia;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Latvia;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Lithuania;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Lithuania;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Iceland;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Iceland;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
09.03.2022;Ukraine;Trade Tensions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Ukraine;ship
09.03.2022;Ukraine;Political Instability;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Ukraine;ship
09.03.2022;Ukraine;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Ukraine;ship
09.03.2022;Ukraine;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Ukraine;ship
09.03.2022;Ukraine;natural disasters;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Ukraine;ship
09.03.2022;Russia;Trade Tensions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Battery;Russia;train
09.03.2022;Russia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Battery;Russia;train
09.03.2022;Russia;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Battery;Russia;train
09.03.2022;US;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;UK;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;UK;Trade Tensions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;EU;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;EU;Trade Tensions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Poland;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Poland;truck
09.03.2022;Germany;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Solarpanels;Germany;truck
09.03.2022;China;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Iran;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Venezuela;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Netherlands;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Saudi Arabia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;France;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Japan;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;South Africa;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Australia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Canada;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Israel;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Spain;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Battery;Spain;truck
09.03.2022;Mexico;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Norway;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Sweden;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Switzerland;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Denmark;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Finland;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
